00:00:00,0
00:15:00,0
00:30:00,0
00:45:00,0
01:00:00,0
01:15:00,0
01:30:00,0
01:45:00,0
02:00:00,0
02:15:00,0
02:30:00,0
02:45:00,0
03:00:00,0
03:15:00,0
03:30:00,0
03:45:00,0
04:00:00,0
04:15:00,0
04:30:00,0
04:45:00,0
05:00:00,0
05:15:00,0
05:30:00,0
05:45:00,0
06:00:00,0.1
06:15:00,0.5
06:30:00,1.4
06:45:00,2.8
07:00:00,5
07:15:00,8.7
07:30:00,9.2
07:45:00,11.4
08:00:00,12.7
08:15:00,16.9
08:30:00,21.6
08:45:00,27.1
09:00:00,32.2
09:15:00,36.9
09:30:00,46.8
09:45:00,45.4
10:00:00,42.2
10:15:00,52.4
10:30:00,58.4
10:45:00,77.8
11:00:00,109.6
11:15:00,121.6
11:30:00,131.8
11:45:00,125
12:00:00,129.4
12:15:00,133.3
12:30:00,141.5
12:45:00,127.1
13:00:00,148.8
13:15:00,142.1
13:30:00,145.1
13:45:00,155.6
14:00:00,130.7
14:15:00,126.4
14:30:00,142.4
14:45:00,130.4
15:00:00,129.6
15:15:00,141.7
15:30:00,149.4
15:45:00,172.2
16:00:00,165.9
16:15:00,135.6
16:30:00,124.2
16:45:00,109.7
17:00:00,111.5
17:15:00,113.1
17:30:00,118.9
17:45:00,115.1
18:00:00,99.2
18:15:00,84.5
18:30:00,56.1
18:45:00,13.5
19:00:00,9.4
19:15:00,7.3
19:30:00,6.2
19:45:00,3.4
20:00:00,1.3
20:15:00,0.4
20:30:00,0
20:45:00,0
21:00:00,0
21:15:00,0
21:30:00,0
21:45:00,0
22:00:00,0
22:15:00,0
22:30:00,0
22:45:00,0
23:00:00,0
23:15:00,0
23:30:00,0
23:45:00,0
