0:00:00,0
0:10:00,0
0:20:00,0
0:30:00,0
0:40:00,0
0:50:00,0
1:00:00,0
1:10:00,0
1:20:00,0
1:30:00,0
1:40:00,0
1:50:00,0
2:00:00,0
2:10:00,0
2:20:00,0
2:30:00,0
2:40:00,0
2:50:00,0
3:00:00,0
3:10:00,0
3:20:00,0
3:30:00,0
3:40:00,0
3:50:00,0
4:00:00,0
4:10:00,0
4:20:00,0
4:30:00,0
4:40:00,0
4:50:00,0
5:00:00,0
5:10:00,0
5:20:00,0
5:30:00,0
5:40:00,0
5:50:00,0
6:00:00,0
6:10:00,0
6:20:00,0
6:30:00,0
6:40:00,0
6:50:00,0
7:00:00,0
7:10:00,0
7:20:00,0
7:30:00,0
7:40:00,0.06
7:50:00,0.12
8:00:00,0.17
8:10:00,0.23
8:20:00,0.29
8:30:00,0.34
8:40:00,0.4
8:50:00,0.45
9:00:00,0.5
9:10:00,0.55
9:20:00,0.6
9:30:00,0.64
9:40:00,0.69
9:50:00,0.73
10:00:00,0.77
10:10:00,0.8
10:20:00,0.84
10:30:00,0.87
10:40:00,0.89
10:50:00,0.92
11:00:00,0.94
11:10:00,0.96
11:20:00,0.97
11:30:00,0.98
11:40:00,0.99
11:50:00,1
12:00:00,1
12:10:00,1
12:20:00,0.99
12:30:00,0.98
12:40:00,0.97
12:50:00,0.96
13:00:00,0.94
13:10:00,0.92
13:20:00,0.89
13:30:00,0.87
13:40:00,0.84
13:50:00,0.8
14:00:00,0.77
14:10:00,0.73
14:20:00,0.69
14:30:00,0.64
14:40:00,0.6
14:50:00,0.55
15:00:00,0.5
15:10:00,0.45
15:20:00,0.4
15:30:00,0.34
15:40:00,0.29
15:50:00,0.23
16:00:00,0.17
16:10:00,0.12
16:20:00,0.06
16:30:00,0
16:40:00,0
16:50:00,0
17:00:00,0
17:10:00,0
17:20:00,0
17:30:00,0
17:40:00,0
17:50:00,0
18:00:00,0
18:10:00,0
18:20:00,0
18:30:00,0
18:40:00,0
18:50:00,0
19:00:00,0
19:10:00,0
19:20:00,0
19:30:00,0
19:40:00,0
19:50:00,0
20:00:00,0
20:10:00,0
20:20:00,0
20:30:00,0
20:40:00,0
20:50:00,0
21:00:00,0
21:10:00,0
21:20:00,0
21:30:00,0
21:40:00,0
21:50:00,0
22:00:00,0
22:10:00,0
22:20:00,0
22:30:00,0
22:40:00,0
22:50:00,0
23:00:00,0
23:10:00,0
23:20:00,0
23:30:00,0
23:40:00,0
23:50:00,0
