PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,los angeles,,,,,,,,,
Location:,"LOS ANGELES INTL ARPT, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,30,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,34.1,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.3	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
11,21,10,625,169,20.6,3.6,794.087,38.179,640.053,615.994
11,21,11,646,178,20,4.6,853.058,37.424,690.55,664.439
11,21,12,633,173,18.9,5.2,819.764,34.588,672.832,647.45
11,21,13,591,156,18.3,4.6,701.477,32.72,580.043,558.312
11,21,14,467,124,17.8,5.2,489.698,26.993,413.462,397.547
11,21,15,266,80,17.2,4.1,235.087,21.882,199.01,189.191
11,21,16,18,26,15.6,4.1,33.366,15.309,29.171,23.066
11,21,17,0,0,15.6,4.6,0,15.6,0,0
11,21,18,0,0,15,5.2,0,15,0,0
11,21,19,0,0,15.6,2.6,0,15.6,0,0
11,21,20,0,0,15,2.6,0,15,0,0
11,21,21,0,0,14.4,2.1,0,14.4,0,0
11,21,22,0,0,13.9,0,0,13.9,0,0
11,21,23,0,0,13.9,2.6,0,13.9,0,0
11,22,0,0,0,13.3,2.1,0,13.3,0,0
11,22,1,0,0,12.8,2.1,0,12.8,0,0
11,22,2,0,0,11.7,0,0,11.7,0,0
11,22,3,0,0,11.7,2.1,0,11.7,0,0
11,22,4,0,0,11.1,1.5,0,11.1,0,0
11,22,5,0,0,10.6,1.5,0,10.6,0,0
11,22,6,39,11,10.6,1.5,21.078,9.079,17.473,11.588
11,22,7,438,42,13.3,2.1,260.631,18.491,217.444,207.162
11,22,8,683,64,15.6,2.6,533.207,27.935,444.455,427.529
11,22,9,784,81,16.7,2.6,745.994,34.881,609.087,586.245
11,22,10,837,91,18.3,2.1,889.899,41.781,704.197,677.516
11,22,11,843,101,18.9,0,944.316,55.233,696.421,670.065
11,22,12,758,112,18.3,4.1,864.834,37.241,700.487,673.961
11,22,13,686,112,18.3,5.2,737.452,32.448,610.441,587.547
11,22,14,705,73,17.2,6.2,598.999,27.334,503.852,484.899
11,22,15,537,50,16.7,5.7,351.822,22.719,293.502,281.19
11,22,16,137,23,15.6,4.6,82.913,16.539,67.878,61.013
11,22,17,0,0,15,5.2,0,15,0,0
11,22,18,0,0,14.4,5.2,0,14.4,0,0
11,22,19,0,0,15,3.1,0,15,0,0
11,22,20,0,0,14.4,2.1,0,14.4,0,0
11,22,21,0,0,14.4,2.6,0,14.4,0,0
11,22,22,0,0,14.4,1.5,0,14.4,0,0
11,22,23,0,0,12.8,2.6,0,12.8,0,0
11,23,0,0,0,11.7,3.1,0,11.7,0,0
11,23,1,0,0,11.7,2.6,0,11.7,0,0
11,23,2,0,0,11.1,0,0,11.1,0,0
11,23,3,0,0,11.1,2.6,0,11.1,0,0
11,23,4,0,0,10,2.6,0,10,0,0
11,23,5,0,0,10,2.1,0,10,0,0
11,23,6,40,11,10.6,1.5,21.381,9.309,17.686,11.797
11,23,7,427,40,12.2,2.6,252.88,16.88,212.387,202.233
11,23,8,361,92,13.3,2.6,355.948,21.251,307.225,294.526
11,23,9,670,118,15.6,2.1,701.705,33.349,577.448,555.814
11,23,10,692,94,18.3,0,761.156,48.307,582.267,560.452
11,23,11,790,99,18.3,4.1,890.644,37.424,720.914,693.526
11,23,12,826,90,18.3,4.1,895.444,37.772,723.322,695.832
11,23,13,801,82,17.8,4.1,793.229,35.17,647.754,623.388
11,23,14,721,67,17.2,5.2,603.057,28.685,503.915,484.959
11,23,15,542,48,16.7,4.1,352.19,24.157,291.758,279.495
11,23,16,144,22,15,4.6,83.947,15.953,68.688,61.807
11,23,17,0,0,14.4,3.1,0,14.4,0,0
11,23,18,0,0,14.4,3.1,0,14.4,0,0
11,23,19,0,0,14.4,3.1,0,14.4,0,0
11,23,20,0,0,14.4,2.1,0,14.4,0,0
11,23,21,0,0,14.4,0,0,14.4,0,0
11,23,22,0,0,13.3,0,0,13.3,0,0
11,23,23,0,0,12.8,2.6,0,12.8,0,0
11,24,0,0,0,12.8,2.6,0,12.8,0,0
11,24,1,0,0,11.1,1.5,0,11.1,0,0
11,24,2,0,0,10.6,1.5,0,10.6,0,0
11,24,3,0,0,10.6,0,0,10.6,0,0
11,24,4,0,0,9.4,1.5,0,9.4,0,0
11,24,5,0,0,9.4,2.1,0,9.4,0,0
11,24,6,51,9,10.6,2.1,22.691,9.461,18.32,12.42
11,24,7,484,36,13.9,0,272.268,22.712,221.804,211.41
11,24,8,725,55,16.7,2.6,547.045,29.391,452.388,435.199
11,24,9,823,69,18.3,2.1,759.788,37.993,610.663,587.76
11,24,10,874,79,19.4,4.1,897.151,38.628,721.286,693.882
11,24,11,891,82,20.6,3.6,954.601,42.15,754.428,725.594
11,24,12,879,81,21.1,3.6,923.33,42.086,729.733,701.968
11,24,13,837,73,19.4,4.6,811.857,36.224,659.463,634.626
11,24,14,758,60,18.9,5.2,620.288,30.753,513.051,493.772
11,24,15,471,61,18.9,4.1,331.534,25.939,273.255,261.503
11,24,16,66,25,16.7,4.6,56.975,17.083,47.834,41.369
11,24,17,0,0,16.7,4.1,0,16.7,0,0
11,24,18,0,0,16.1,3.6,0,16.1,0,0
11,24,19,0,0,16.7,1.5,0,16.7,0,0
11,24,20,0,0,16.1,2.1,0,16.1,0,0
11,24,21,0,0,15.6,4.6,0,15.6,0,0
11,24,22,0,0,14.4,3.1,0,14.4,0,0
11,24,23,0,0,13.3,0,0,13.3,0,0
11,25,0,0,0,12.2,2.1,0,12.2,0,0
11,25,1,0,0,11.7,1.5,0,11.7,0,0
11,25,2,0,0,11.7,2.1,0,11.7,0,0
11,25,3,0,0,11.7,3.1,0,11.7,0,0
11,25,4,0,0,11.1,1.5,0,11.1,0,0
11,25,5,0,0,10.6,1.5,0,10.6,0,0
11,25,6,1,7,12.2,3.1,6.682,10.746,6.081,0.405
11,25,7,120,58,14.4,5.2,128.434,15.551,111.528,103.744
11,25,8,362,112,15.6,4.6,379.626,22.224,326.376,313.125
11,25,9,550,143,18.3,6.7,626.183,27.994,528.907,509.062
11,25,10,622,166,18.9,7.2,784.458,30.926,655.204,630.539
11,25,11,649,175,20.6,5.2,849.525,36.752,689.96,663.873
11,25,12,639,170,21.7,0,819.934,53.966,608.753,585.924
11,25,13,595,153,22.8,6.7,700.705,34.271,574.976,553.435
11,25,14,479,122,22.8,4.6,496.295,32.901,407.228,391.512
11,25,15,268,78,21.7,5.2,244.868,25.956,203.616,193.682
11,25,16,17,25,18.3,5.2,32.053,18.03,27.705,21.628
11,25,17,0,0,17.8,3.1,0,17.8,0,0
11,25,18,0,0,18.3,2.6,0,18.3,0,0
11,25,19,0,0,16.7,2.6,0,16.7,0,0
11,25,20,0,0,16.1,2.1,0,16.1,0,0
11,25,21,0,0,15,2.1,0,15,0,0
11,25,22,0,0,15,2.6,0,15,0,0
11,25,23,0,0,14.4,2.6,0,14.4,0,0
11,26,0,0,0,13.9,1.5,0,13.9,0,0
11,26,1,0,0,11.1,2.1,0,11.1,0,0
11,26,2,0,0,11.1,1.5,0,11.1,0,0
11,26,3,0,0,9.4,1.5,0,9.4,0,0
11,26,4,0,0,10,1.5,0,10,0,0
11,26,5,0,0,8.9,0,0,8.9,0,0
11,26,6,15,8,8.9,0,11.578,5.693,10.079,4.33
11,26,7,344,45,11.7,2.6,220.778,15.53,187.27,177.739
11,26,8,618,73,15,2.1,501.595,27.21,419.543,403.432
11,26,9,745,94,17.2,2.1,729.772,36.045,592.334,570.136
11,26,10,808,107,18.9,1.5,877.979,44.142,686.332,660.395
11,26,11,828,112,20,0,939.194,56.023,689.608,663.535
11,26,12,816,110,20.6,3.6,908.158,41.247,720.833,693.448
11,26,13,773,100,18.9,4.1,794.956,36.305,645.564,621.285
11,26,14,675,81,18.9,4.1,591.417,31.819,487.023,468.656
11,26,15,470,57,17.8,5.2,327.254,23.725,272.471,260.74
11,26,16,86,23,15.6,3.1,60.767,16.235,50.534,44.016
11,26,17,0,0,15,2.6,0,15,0,0
11,26,18,0,0,15,2.1,0,15,0,0
11,26,19,0,0,14.4,0,0,14.4,0,0
11,26,20,0,0,13.9,1.5,0,13.9,0,0
11,26,21,0,0,12.8,3.1,0,12.8,0,0
11,26,22,0,0,12.2,0,0,12.2,0,0
11,26,23,0,0,12.2,3.1,0,12.2,0,0
11,27,0,0,0,12.8,2.1,0,12.8,0,0
11,27,1,0,0,12.2,3.6,0,12.2,0,0
11,27,2,0,0,11.7,3.1,0,11.7,0,0
11,27,3,0,0,11.1,2.6,0,11.1,0,0
11,27,4,0,0,11.7,3.6,0,11.7,0,0
11,27,5,0,0,9.4,3.6,0,9.4,0,0
11,27,6,1,7,11.7,3.1,6.683,10.247,6.095,0.419
11,27,7,164,56,12.2,2.6,145.167,14.084,125.914,117.813
11,27,8,432,102,16.1,3.1,411.296,24.631,349.076,335.156
11,27,9,578,136,18.3,2.6,638.528,33.551,524.918,505.216
11,27,10,646,157,20,3.1,794.672,38.474,639.465,615.43
11,27,11,677,166,21.1,2.1,864.795,43.983,677.076,651.521
11,27,12,665,162,21.7,3.6,834.431,40.587,664.585,639.54
11,27,13,603,146,21.1,4.1,704.823,36.442,572.161,550.726
11,27,14,489,116,18.3,5.2,496.567,27.634,417.849,401.793
11,27,15,276,75,17.2,4.1,246.038,22.135,208.152,198.104
11,27,16,18,24,15.6,5.2,31.098,15.273,27.155,21.088
11,27,17,0,0,15.6,5.2,0,15.6,0,0
11,27,18,0,0,15,6.2,0,15,0,0
11,27,19,0,0,15,1.5,0,15,0,0
11,27,20,0,0,15,2.1,0,15,0,0
11,27,21,0,0,12.8,2.1,0,12.8,0,0
11,27,22,0,0,12.2,2.1,0,12.2,0,0
11,27,23,0,0,12.2,2.6,0,12.2,0,0
11,28,0,0,0,11.7,3.6,0,11.7,0,0
11,28,1,0,0,10.6,2.1,0,10.6,0,0
11,28,2,0,0,10,2.1,0,10,0,0
11,28,3,0,0,9.4,2.1,0,9.4,0,0
11,28,4,0,0,9.4,2.1,0,9.4,0,0
11,28,5,0,0,8.9,2.1,0,8.9,0,0
11,28,6,35,6,8.3,2.1,15.457,6.729,12.621,6.826
11,28,7,391,42,10.6,3.6,236.698,14.439,200.885,191.019
11,28,8,478,84,13.3,2.6,423.784,22.895,362.141,347.827
11,28,9,640,116,15.6,3.6,670.359,30.118,560.185,539.197
11,28,10,878,69,16.7,3.1,883.117,37.334,714.51,687.393
11,28,11,905,73,18.3,3.1,952.36,40.913,757.362,728.401
11,28,12,886,71,18.3,5.7,914.415,34.972,748.91,720.317
11,28,13,862,65,17.8,4.6,813.752,34.645,666.09,640.984
11,28,14,781,53,17.2,3.1,621.919,32.234,510.557,491.367
11,28,15,621,38,15.6,4.1,379.678,23.682,314.53,301.622
11,28,16,197,19,14.4,4.6,100.984,15.747,81.785,74.635
11,28,17,0,0,13.9,4.1,0,13.9,0,0
11,28,18,0,0,13.9,2.6,0,13.9,0,0
11,28,19,0,0,13.3,2.6,0,13.3,0,0
11,28,20,0,0,12.2,2.1,0,12.2,0,0
11,28,21,0,0,11.7,3.1,0,11.7,0,0
11,28,22,0,0,10.6,2.6,0,10.6,0,0
11,28,23,0,0,11.7,3.6,0,11.7,0,0
11,29,0,0,0,11.7,3.1,0,11.7,0,0
11,29,1,0,0,11.1,3.6,0,11.1,0,0
11,29,2,0,0,11.1,3.1,0,11.1,0,0
11,29,3,0,0,10.6,4.1,0,10.6,0,0
11,29,4,0,0,9.4,2.6,0,9.4,0,0
11,29,5,0,0,10,3.6,0,10,0,0
11,29,6,9,6,9.4,3.1,8.051,8.051,7.012,1.319
11,29,7,304,44,11.7,2.1,198.187,15.143,168.369,159.293
11,29,8,587,73,13.3,3.6,479.053,23.083,408.362,392.61
11,29,9,713,95,15,2.6,702.257,32.038,581.213,559.437
11,29,10,774,109,17.2,3.1,851.964,37.191,689.856,663.773
11,29,11,798,114,17.8,2.1,910.517,42.11,719.703,692.367
11,29,12,786,112,16.7,5.2,881.059,33.623,726.431,698.808
11,29,13,744,101,16.7,4.1,771.412,33.611,634.812,610.962
11,29,14,648,83,16.1,5.7,575.565,26.405,486.512,468.163
11,29,15,445,57,15.6,4.6,315.603,21.726,265.487,253.945
11,29,16,77,23,14.4,4.1,58.336,14.811,49.116,42.626
11,29,17,0,0,13.3,3.6,0,13.3,0,0
11,29,18,0,0,12.8,3.6,0,12.8,0,0
11,29,19,0,0,13.3,2.6,0,13.3,0,0
11,29,20,0,0,13.3,2.1,0,13.3,0,0
11,29,21,0,0,12.8,2.6,0,12.8,0,0
11,29,22,0,0,12.2,2.6,0,12.2,0,0
11,29,23,0,0,11.1,1.5,0,11.1,0,0
11,30,0,0,0,11.1,1.5,0,11.1,0,0
11,30,1,0,0,10,1.5,0,10,0,0
11,30,2,0,0,10,1.5,0,10,0,0
11,30,3,0,0,10,2.1,0,10,0,0
11,30,4,0,0,8.9,1.5,0,8.9,0,0
11,30,5,0,0,8.9,1.5,0,8.9,0,0
11,30,6,24,9,8.9,2.1,15.074,7.427,12.795,6.997
11,30,7,121,53,11.1,3.6,123.118,12.312,108.152,100.442
11,30,8,345,113,12.8,2.1,367.691,21.196,317.474,304.481
11,30,9,405,147,13.3,2.6,512.697,25.461,438.326,421.603
11,30,10,116,219,16.1,1.5,351.047,26.35,299.848,287.357
11,30,11,373,210,16.1,4.1,603.333,28.42,510.336,491.154
11,30,12,264,272,15.6,4.1,555.3,27.41,471.947,454.098
11,30,13,36,188,15.6,4.6,226.647,19.867,199.528,189.696
11,30,14,123,206,15,4.6,319.979,20.575,279.891,267.956
11,30,15,40,100,14.4,4.1,133.559,16.473,118.536,110.599
11,30,16,56,31,13.3,4.6,59.55,13.323,51.503,44.966
11,30,17,0,0,12.8,4.1,0,12.8,0,0
11,30,18,0,0,13.3,4.1,0,13.3,0,0
11,30,19,0,0,12.8,2.6,0,12.8,0,0
11,30,20,0,0,13.9,1.5,0,13.9,0,0
11,30,21,0,0,13.7,1.6,0,13.7,0,0
11,30,22,0,0,13.6,1.7,0,13.6,0,0
11,30,23,0,0,13.4,1.8,0,13.4,0,0
12,1,0,0,0,13.3,1.8,0,13.3,0,0
12,1,1,0,0,13.1,1.9,0,13.1,0,0
12,1,2,0,0,13,2,0,13,0,0
12,1,3,0,0,12.8,2.1,0,12.8,0,0
12,1,4,0,0,11.7,4.1,0,11.7,0,0
12,1,5,0,0,13.3,3.1,0,13.3,0,0
12,1,6,0,3,13.9,3.1,2.742,12.389,2.498,0
12,1,7,53,57,15.6,2.6,93.175,16.191,81.694,74.545
12,1,8,214,121,17.8,4.6,283.479,22.419,244.005,233.036
12,1,9,421,162,20.6,4.1,541.929,31.448,450.25,433.132
12,1,10,459,231,23.3,3.1,688.886,39.103,552.648,531.939
12,1,11,576,189,25.6,4.1,787.331,42.3,621.765,598.429
12,1,12,469,201,23.9,3.1,691.537,40.312,551.581,530.911
12,1,13,407,201,22.8,3.6,584.242,35.908,475.735,457.757
12,1,14,217,152,20.6,3.1,337.652,28.486,283.903,271.858
12,1,15,107,93,18.3,3.6,166.223,21.337,142.995,134.509
12,1,16,3,19,17.2,3.6,17.943,16.429,15.92,10.063
12,1,17,0,0,16.1,3.1,0,16.1,0,0
12,1,18,0,0,16.1,3.1,0,16.1,0,0
12,1,19,0,0,16.7,0,0,16.7,0,0
12,1,20,0,0,18.9,1.5,0,18.9,0,0
12,1,21,0,0,17.8,2.1,0,17.8,0,0
12,1,22,0,0,17.8,3.6,0,17.8,0,0
12,1,23,0,0,16.1,4.1,0,16.1,0,0
12,2,0,0,0,15.6,2.1,0,15.6,0,0
12,2,1,0,0,16.1,3.1,0,16.1,0,0
12,2,2,0,0,15.6,4.1,0,15.6,0,0
12,2,3,0,0,13.3,2.1,0,13.3,0,0
12,2,4,0,0,12.8,3.1,0,12.8,0,0
12,2,5,0,0,15,4.1,0,15,0,0
12,2,6,9,5,14.4,2.1,7.139,12.679,6.042,0.367
12,2,7,110,49,13.9,2.1,113.256,15.048,98.272,90.774
12,2,8,302,111,17.8,3.1,325.627,24.235,277.166,265.306
12,2,9,502,158,18.9,3.1,600.278,32.245,496.629,477.928
12,2,10,448,177,23.3,3.1,630.89,37.929,509.069,489.931
12,2,11,796,138,25,2.1,941.094,49.111,717.239,690.007
12,2,12,703,125,26.1,0,825.179,58.619,597.054,574.675
12,2,13,738,83,21.1,5.2,739.884,35.252,603.903,581.261
12,2,14,741,60,20.6,3.6,610.013,34.399,495.741,477.071
12,2,15,571,41,18.9,5.2,359.908,25.49,296.196,283.808
12,2,16,165,19,16.7,3.6,91.535,18.065,74.074,67.083
12,2,17,0,0,17.2,2.1,0,17.2,0,0
12,2,18,0,0,16.7,2.6,0,16.7,0,0
12,2,19,0,0,16.1,1.5,0,16.1,0,0
12,2,20,0,0,16.1,0,0,16.1,0,0
12,2,21,0,0,15,2.1,0,15,0,0
12,2,22,0,0,15,0,0,15,0,0
12,2,23,0,0,14.4,0,0,14.4,0,0
12,3,0,0,0,13.3,2.1,0,13.3,0,0
12,3,1,0,0,12.2,1.5,0,12.2,0,0
12,3,2,0,0,11.7,1.5,0,11.7,0,0
12,3,3,0,0,12.2,1.5,0,12.2,0,0
12,3,4,0,0,10.6,2.1,0,10.6,0,0
12,3,5,0,0,10.6,1.5,0,10.6,0,0
12,3,6,1,4,11.1,2.6,3.942,9.574,3.584,0
12,3,7,192,47,13.3,2.1,153.884,15.538,131.767,123.536
12,3,8,486,86,16.7,2.6,426.447,26.109,358.58,344.374
12,3,9,630,114,18.9,3.6,654.828,33.031,539.316,519.094
12,3,10,700,131,21.7,2.6,808.205,41.515,640.28,616.213
12,3,11,726,139,23.3,2.1,876.023,46.4,677.238,651.676
12,3,12,705,136,21.7,3.6,839.684,40.723,668.242,643.048
12,3,13,655,123,21.1,3.6,722.904,37.552,583.494,561.633
12,3,14,550,99,20,4.1,526.675,31.398,435.04,418.425
12,3,15,336,67,17.8,5.2,269.428,22.518,226.913,216.389
12,3,16,27,20,15.6,4.1,32.868,15.371,28.356,22.266
12,3,17,0,0,15,3.1,0,15,0,0
12,3,18,0,0,15.6,3.1,0,15.6,0,0
12,3,19,0,0,15,2.6,0,15,0,0
12,3,20,0,0,16.1,2.1,0,16.1,0,0
12,3,21,0,0,15,2.6,0,15,0,0
12,3,22,0,0,14.4,2.6,0,14.4,0,0
12,3,23,0,0,13.9,2.1,0,13.9,0,0
12,4,0,0,0,13.3,2.6,0,13.3,0,0
12,4,1,0,0,13.3,2.6,0,13.3,0,0
12,4,2,0,0,12.8,2.1,0,12.8,0,0
12,4,3,0,0,12.8,3.1,0,12.8,0,0
12,4,4,0,0,12.8,3.1,0,12.8,0,0
12,4,5,0,0,12.8,3.1,0,12.8,0,0
12,4,6,0,3,13.9,2.1,2.742,12.098,2.501,0
12,4,7,5,54,13.9,2.1,58.245,13.521,52.622,46.063
12,4,8,1,84,15,2.1,78.56,15.394,70.598,63.678
12,4,9,4,190,16.1,1.5,192.224,20.024,169.161,160.066
12,4,10,7,195,17.2,0,194.701,24.597,167.751,158.689
12,4,11,1,227,17.8,2.1,222.827,22.588,193.803,184.112
12,4,12,2,248,17.8,2.6,248.703,22.992,215.902,205.659
12,4,13,2,200,17.2,2.6,198.48,21.202,173.734,164.53
12,4,14,2,150,17.8,1.5,149.606,20.985,131.073,122.857
12,4,15,1,80,17.8,0,79.715,19.994,70.145,63.234
12,4,16,0,24,17.8,3.1,23.43,16.926,20.914,14.965
12,4,17,0,0,17.8,4.1,0,17.8,0,0
12,4,18,0,0,17.2,3.6,0,17.2,0,0
12,4,19,0,0,16.7,4.1,0,16.7,0,0
12,4,20,0,0,16.1,2.6,0,16.1,0,0
12,4,21,0,0,16.1,0,0,16.1,0,0
12,4,22,0,0,15.6,2.1,0,15.6,0,0
12,4,23,0,0,15,0,0,15,0,0
12,5,0,0,0,14.4,0,0,14.4,0,0
12,5,1,0,0,13.9,0,0,13.9,0,0
12,5,2,0,0,13.9,0,0,13.9,0,0
12,5,3,0,0,13.9,1.5,0,13.9,0,0
12,5,4,0,0,14.4,2.1,0,14.4,0,0
12,5,5,0,0,13.9,1.5,0,13.9,0,0
12,5,6,2,3,13.3,1.5,3.313,11.259,2.931,0
12,5,7,1,20,14.4,2.1,18.103,12.929,16.418,10.552
12,5,8,215,145,17.8,2.6,305.261,23.823,261.123,249.699
12,5,9,282,142,17.8,1.5,392.004,28.389,330.539,317.166
12,5,10,10,274,18.9,2.1,289.44,26.092,247.628,236.563
12,5,11,8,313,18.3,3.1,330.892,25.3,284.161,272.109
12,5,12,6,226,18.3,2.6,227.357,23.269,197.113,187.34
12,5,13,0,238,17.8,4.1,241.744,22.089,210.744,200.631
12,5,14,4,170,17.2,4.1,175.186,20.058,154.126,145.384
12,5,15,5,69,16.7,3.6,68.6,17.108,61.071,54.343
12,5,16,1,17,16.1,4.1,15.394,15.07,13.813,7.996
12,5,17,0,0,16.1,4.1,0,16.1,0,0
12,5,18,0,0,16.1,3.1,0,16.1,0,0
12,5,19,0,0,16.1,1.5,0,16.1,0,0
12,5,20,0,0,16.1,2.6,0,16.1,0,0
12,5,21,0,0,15.6,2.1,0,15.6,0,0
12,5,22,0,0,15,2.1,0,15,0,0
12,5,23,0,0,14.4,1.5,0,14.4,0,0
12,6,0,0,0,15,2.1,0,15,0,0
12,6,1,0,0,14.4,2.1,0,14.4,0,0
12,6,2,0,0,13.3,1.5,0,13.3,0,0
12,6,3,0,0,12.8,3.6,0,12.8,0,0
12,6,4,0,0,12.2,3.6,0,12.2,0,0
12,6,5,0,0,12.2,4.1,0,12.2,0,0
12,6,6,0,1,12.2,4.6,0.914,10.778,0.839,0
12,6,7,1,24,12.2,5.2,21.661,11.258,19.796,13.868
12,6,8,1,71,12.2,4.1,65.043,12.103,59.313,52.621
12,6,9,1,111,12.8,3.6,103.055,13.686,93.335,85.942
12,6,10,1,235,13.3,4.1,235.233,17.131,209.782,199.693
12,6,11,1,263,14.4,3.1,264.535,19.68,233.188,222.502
12,6,12,369,195,15,1.5,574.108,30.58,480.488,462.347
12,6,13,220,157,16.1,3.1,374.316,24.831,321.622,308.509
12,6,14,398,126,16.1,5.7,447.405,23.532,384.239,369.247
12,6,15,220,75,15.6,4.6,210.325,19.335,180.776,171.402
12,6,16,10,22,14.4,3.1,26.056,13.866,23.141,17.15
12,6,17,0,0,14.4,4.1,0,14.4,0,0
12,6,18,0,0,15,5.2,0,15,0,0
12,6,19,0,0,14.4,2.1,0,14.4,0,0
12,6,20,0,0,14.4,2.1,0,14.4,0,0
12,6,21,0,0,13.9,2.6,0,13.9,0,0
12,6,22,0,0,13.9,2.1,0,13.9,0,0
12,6,23,0,0,13.3,1.5,0,13.3,0,0
12,7,0,0,0,11.7,2.1,0,11.7,0,0
12,7,1,0,0,11.1,0,0,11.1,0,0
12,7,2,0,0,11.1,2.1,0,11.1,0,0
12,7,3,0,0,10.6,2.1,0,10.6,0,0
12,7,4,0,0,10.6,1.5,0,10.6,0,0
12,7,5,0,0,9.4,0,0,9.4,0,0
12,7,6,10,3,10.6,1.5,5.592,8.571,4.667,0
12,7,7,286,45,12.2,3.6,189.697,14.942,160.949,152.047
12,7,8,87,103,13.9,4.1,170.776,16.508,151.511,142.829
12,7,9,238,173,16.7,2.6,395.742,25.397,338.633,325.023
12,7,10,587,179,17.2,3.1,753.569,34.246,619.129,595.896
12,7,11,410,152,18.3,3.6,585.585,31.627,487.676,469.286
12,7,12,696,130,18.3,3.6,823.386,36.452,669.452,644.209
12,7,13,816,97,19.4,4.1,822.007,37.192,664.512,639.47
12,7,14,323,95,18.9,5.2,357.565,25.775,303.84,291.236
12,7,15,503,52,18.3,1.5,343.996,27.729,281.277,269.304
12,7,16,187,18,17.2,2.6,99.172,18.972,79.71,72.603
12,7,17,0,0,15.6,0,0,15.6,0,0
12,7,18,0,0,15,2.6,0,15,0,0
12,7,19,0,0,15,2.6,0,15,0,0
12,7,20,0,0,14.4,2.1,0,14.4,0,0
12,7,21,0,0,13.3,3.6,0,13.3,0,0
12,7,22,0,0,12.2,1.5,0,12.2,0,0
12,7,23,0,0,12.8,2.6,0,12.8,0,0
12,8,0,0,0,10.6,2.6,0,10.6,0,0
12,8,1,0,0,9.4,2.1,0,9.4,0,0
12,8,2,0,0,10,2.6,0,10,0,0
12,8,3,0,0,10.6,3.1,0,10.6,0,0
12,8,4,0,0,9.4,2.1,0,9.4,0,0
12,8,5,0,0,9.4,2.6,0,9.4,0,0
12,8,6,13,2,10.6,2.6,5.53,9.13,4.444,0
12,8,7,370,32,11.7,2.6,210.09,15.239,176.087,166.826
12,8,8,660,52,13.9,3.1,485.908,24.358,410.138,394.329
12,8,9,789,68,15.6,3.1,713.734,31.988,590.17,568.054
12,8,10,842,78,17.2,2.6,859.776,38.525,691.295,665.152
12,8,11,856,83,18.9,1.5,920.229,45.67,714.034,686.938
12,8,12,850,81,19.4,3.6,898.856,39.846,718.419,691.137
12,8,13,815,74,17.8,5.2,793.676,33.06,654.765,630.118
12,8,14,735,61,17.2,5.7,609.759,28.163,510.894,491.692
12,8,15,557,43,16.1,5.7,358.75,22.253,300.336,287.831
12,8,16,141,19,14.4,2.6,82.204,15.748,67.674,60.813
12,8,17,0,0,13.9,2.6,0,13.9,0,0
12,8,18,0,0,14.4,2.1,0,14.4,0,0
12,8,19,0,0,15,2.1,0,15,0,0
12,8,20,0,0,13.9,2.6,0,13.9,0,0
12,8,21,0,0,12.8,2.6,0,12.8,0,0
12,8,22,0,0,12.2,3.1,0,12.2,0,0
12,8,23,0,0,11.1,3.1,0,11.1,0,0
12,9,0,0,0,11.1,2.6,0,11.1,0,0
12,9,1,0,0,11.1,2.6,0,11.1,0,0
12,9,2,0,0,10,2.6,0,10,0,0
12,9,3,0,0,8.9,2.1,0,8.9,0,0
12,9,4,0,0,9.4,2.1,0,9.4,0,0
12,9,5,0,0,9.4,2.1,0,9.4,0,0
12,9,6,1,2,8.9,2.1,2.113,7.151,1.917,0
12,9,7,165,42,10.6,2.6,126.927,11.981,109.971,102.221
12,9,8,465,81,13.3,3.1,402.824,21.592,345.488,331.675
12,9,9,615,109,15,2.1,631.567,31.125,524.749,505.054
12,9,10,687,127,17.2,2.1,786.863,37.854,634.896,611.043
12,9,11,712,134,17.8,4.1,853.578,36.216,694.955,668.66
12,9,12,706,132,17.2,4.1,834.555,35.365,682.192,656.426
12,9,13,659,119,17.2,3.6,722.453,33.716,594.298,572.025
12,9,14,556,97,17.2,3.6,531.1,29.274,443.299,426.411
12,9,15,345,65,16.1,4.1,274.335,21.711,232.055,221.399
12,9,16,38,23,14.4,3.6,41.512,14.38,35.835,29.603
12,9,17,0,0,13.9,4.1,0,13.9,0,0
12,9,18,0,0,14.4,4.6,0,14.4,0,0
12,9,19,0,0,13.9,3.1,0,13.9,0,0
12,9,20,0,0,15,1.5,0,15,0,0
12,9,21,0,0,14.4,1.5,0,14.4,0,0
12,9,22,0,0,12.8,2.6,0,12.8,0,0
12,9,23,0,0,11.7,1.5,0,11.7,0,0
